employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-92572018,Vicki,Mullins,Male,Michigan,Detroit,2020-06-11,Sales,Sales Representative,Bachelor,88203,Good,Yes,1967-09-21,
00-88478843,Barbara,Coleman,Female,New York,New York City,2019-08-15,Operations,Logistics Coordinator,Bachelor,63786,Good,No,1961-11-16,
00-21207286,Bryan,Evans,Male,New York,Rochester,2024-03-19,IT,System Administrator,Master,62696,Satisfactory,No,1992-01-01,
00-82142272,Maria,Willis,Male,New York,Buffalo,2020-10-03,Customer Service,Help Desk Technician,Bachelor,91695,Good,Yes,1982-12-25,
00-98783194,Jenny,Howard,Female,New York,Buffalo,2020-10-02,Sales,Sales Specialist,Master,88213,Good,No,1976-03-13,
00-63553095,Carol,Briggs,Female,New York,Buffalo,2023-12-30,Operations,Logistics Coordinator,Bachelor,57906,Good,Yes,1990-09-09,
00-28554345,Morgan,Espinoza,Male,New York,Rochester,2017-02-09,IT,Software Developer,Bachelor,81276,Excellent,No,2002-02-10,
00-57788337,Jason,Cortez,Male,New York,Rochester,2020-11-22,Operations,Inventory Specialist,Bachelor,65158,Excellent,No,1986-03-16,
00-86650083,Matthew,Pollard,Female,New York,Rochester,2024-01-16,Operations,Inventory Specialist,Bachelor,61913,Needs Improvement,Yes,1979-12-20,
00-68742783,Jonathan,Hawkins,Female,New York,Buffalo,2024-02-04,IT,Software Developer,Master,89722,Excellent,Yes,1983-12-14,
00-18283177,Martin,Greer,Male,New York,Rochester,2023-01-08,Customer Service,Help Desk Technician,Bachelor,82837,Good,No,1984-12-25,
00-16284386,Gabriel,Knox,Female,New York,Buffalo,2019-04-12,IT,Software Developer,Bachelor,96888,Good,No,1997-07-05,
00-99467394,Kevin,Thomas,Male,New York,Rochester,2016-02-15,Marketing,Content Creator,High School,54933,Good,Yes,1995-08-11,
00-35355653,Connor,Stewart,Male,New York,Buffalo,2018-01-12,Operations,Logistics Coordinator,Bachelor,62958,Good,No,1997-08-30,
00-89950868,James,Roberts,Female,New York,Rochester,2019-01-11,IT,Software Developer,Bachelor,75711,Satisfactory,No,1992-07-18,
00-21278653,Ashley,Morales,Male,Michigan,Warren,2024-01-24,IT,Software Developer,Master,97501,Good,Yes,2005-06-02,
00-89246165,Karla,Washington,Male,New York,New York City,2017-11-28,Sales,Sales Consultant,Master,92073,Needs Improvement,No,1995-04-02,
00-99981221,Julie,Barton,Female,New York,Buffalo,2019-02-16,Operations,Operations Analyst,Bachelor,60574,Satisfactory,Yes,1963-11-15,
00-72191000,Jonathan,Medina,Female,Michigan,Detroit,2022-10-02,Marketing,Marketing Coordinator,Bachelor,58317,Satisfactory,No,1999-05-02,
00-99962943,Crystal,Payne,Female,Michigan,Grand Rapids,2024-12-15,Operations,Inventory Specialist,High School,56184,Satisfactory,No,2005-07-30,
00-95280411,Jessica,Cline,Female,New York,New York City,2016-06-17,Sales,Sales Representative,Bachelor,52557,Excellent,No,2003-09-21,
00-57599142,Andrea,Davis,Male,New York,Rochester,2017-01-29,IT,Software Developer,Bachelor,105036,Good,No,1995-12-12,
00-21869810,Joseph,Black,Female,New York,Buffalo,2023-12-29,Customer Service,Support Specialist,High School,59298,Satisfactory,No,1997-12-16,
00-57594954,Kristin,Franco,Female,New York,New York City,2019-08-15,Operations,Inventory Specialist,High School,52957,Satisfactory,No,2004-07-01,
00-96211645,Samantha,Sims,Male,New York,New York City,2017-12-11,Finance,Financial Analyst,PhD,76113,Needs Improvement,Yes,1979-06-25,
00-84250773,Amy,Jensen,Male,New York,Buffalo,2020-07-15,IT,Software Developer,Bachelor,86195,Good,No,1985-10-11,
00-60652004,Linda,Wright,Female,New York,Rochester,2018-12-21,IT,Software Developer,Bachelor,83613,Good,No,1972-07-02,
00-98399977,Randy,Montgomery,Male,New York,New York City,2022-06-10,Customer Service,Support Specialist,Bachelor,70182,Good,Yes,1971-06-19,
00-49305644,Sarah,James,Male,New York,Buffalo,2021-04-24,Marketing,SEO Specialist,Bachelor,64881,Good,Yes,1972-07-17,
00-95852907,Patricia,Davis,Female,Pennsylvania,Philadelphia,2017-05-04,Operations,Logistics Coordinator,Bachelor,61904,Good,No,2001-09-29,
00-61503459,Jose,Edwards,Male,Pennsylvania,Allentown,2020-08-28,Operations,Logistics Coordinator,Bachelor,65951,Satisfactory,No,2000-07-28,
00-92114934,Daniel,Austin,Male,New York,Buffalo,2019-09-20,Finance,Accountant,Bachelor,88054,Good,No,2004-10-07,
00-78679294,Erin,Brown,Male,New York,New York City,2018-09-08,Operations,Inventory Specialist,High School,63851,Good,No,1987-03-28,
00-11558972,Tim,Ward,Male,New York,Buffalo,2017-09-11,Operations,Logistics Coordinator,Bachelor,60695,Good,No,1983-03-21,
00-61799347,Patrick,Neal,Male,New York,Rochester,2017-05-08,Sales,Sales Consultant,Bachelor,85855,Good,Yes,1981-06-18,
00-42636120,Chad,Miller,Female,New York,Buffalo,2023-09-06,Operations,Logistics Coordinator,Bachelor,52627,Needs Improvement,Yes,1991-06-23,
00-82829177,Bryan,Wall,Male,New York,Buffalo,2020-07-15,Marketing,Content Creator,Bachelor,66559,Excellent,Yes,1980-05-14,
00-87023573,Kelsey,Aguirre,Male,New York,Buffalo,2024-03-16,Sales,Sales Representative,Bachelor,69728,Excellent,No,1999-02-14,
00-81755760,Leonard,Jenkins,Male,New York,New York City,2019-09-16,IT,System Administrator,Master,77512,Good,No,1994-06-01,
00-40595207,David,Robertson,Female,New York,Buffalo,2021-04-05,Operations,Logistics Coordinator,Bachelor,58236,Good,No,1993-05-17,
00-44699521,Nathan,Brown,Female,New York,New York City,2019-06-26,Operations,Inventory Specialist,High School,61539,Satisfactory,No,1979-11-25,
00-80760834,Brandon,Wheeler,Male,New York,Rochester,2019-08-26,Customer Service,Help Desk Technician,Bachelor,61672,Good,No,1998-12-20,
00-67031050,Kevin,Taylor,Female,New York,New York City,2015-07-13,Sales,Sales Specialist,Bachelor,79867,Satisfactory,No,2006-05-22,
00-50251854,Betty,White,Female,New York,Rochester,2016-04-17,IT,Software Developer,Bachelor,82212,Good,Yes,1998-09-16,
00-43324269,Nicholas,Brooks,Male,New York,New York City,2018-11-11,Sales,Sales Consultant,Bachelor,70453,Good,No,1981-11-21,
00-31910386,Kristen,Yang,Male,New York,Rochester,2024-07-22,Customer Service,Customer Service Representative,High School,61201,Good,No,1993-03-17,
00-64677550,Ryan,Jimenez,Female,Michigan,Detroit,2016-01-19,IT,Software Developer,Bachelor,83398,Satisfactory,No,1977-09-06,
00-64711507,Kristina,Baker,Male,Michigan,Grand Rapids,2023-01-06,Customer Service,Customer Service Representative,Bachelor,58603,Good,No,1999-10-05,
00-43369932,Krystal,Collins,Male,New York,Buffalo,2015-06-04,Sales,Sales Representative,Bachelor,83313,Satisfactory,Yes,1989-12-12,
00-84664486,Michael,Avila,Male,New York,Buffalo,2020-05-04,IT,System Administrator,Master,87556,Good,Yes,1999-09-11,
00-12943511,Patricia,Duncan,Male,North Carolina,Greensboro,2024-10-12,Sales,Sales Consultant,PhD,100283,Needs Improvement,Yes,1962-11-07,
00-50545587,Kyle,Flores,Male,Michigan,Detroit,2020-03-21,Marketing,SEO Specialist,High School,76868,Excellent,No,1973-01-08,
00-92715650,Kimberly,Trujillo,Male,Michigan,Grand Rapids,2016-01-11,Sales,Sales Representative,Bachelor,65575,Satisfactory,No,1991-04-09,
00-14236689,David,Vincent,Male,Ohio,Cincinnati,2023-05-15,Operations,Logistics Coordinator,Bachelor,64182,Good,Yes,1981-02-01,
00-46721983,Lauren,Liu,Female,New York,Buffalo,2015-10-13,Customer Service,Help Desk Technician,Bachelor,69000,Good,No,1986-06-25,
00-63964216,Melissa,Lopez,Female,New York,New York City,2023-06-02,Operations,Inventory Specialist,Bachelor,57815,Excellent,No,1969-01-20,
00-74993537,Jackie,Brown,Female,New York,Buffalo,2023-05-25,Sales,Sales Specialist,Master,77946,Needs Improvement,No,1990-07-22,
00-79227788,Matthew,Franklin,Female,Michigan,Grand Rapids,2016-03-24,IT,Software Developer,Bachelor,100208,Good,No,1972-07-23,
00-82241369,Brian,Neal,Male,New York,Rochester,2020-09-03,Operations,Operations Analyst,Master,73819,Good,Yes,1994-12-24,
00-15614448,Ethan,Lopez,Male,New York,New York City,2020-03-04,Marketing,Content Creator,High School,65232,Satisfactory,Yes,1989-05-25,
00-63781664,Kelly,Richmond,Female,New York,Rochester,2019-10-18,Operations,Operations Analyst,Bachelor,67171,Good,No,1999-10-30,
00-23005444,Ronnie,Keith,Female,New York,Buffalo,2017-09-10,Marketing,Content Creator,Bachelor,53662,Excellent,No,2003-07-08,
00-65525803,Thomas,Morales,Male,New York,Rochester,2020-10-05,Sales,Sales Representative,Bachelor,67683,Excellent,No,1986-09-01,
00-40396847,Christina,Price,Male,New York,Buffalo,2023-02-07,Finance,Financial Analyst,Master,86771,Good,No,1989-07-23,
00-62951530,Gregory,Fletcher,Female,Florida,Orlando,2021-02-06,IT,Software Developer,Master,92529,Good,No,1974-05-30,
00-66664725,Nathan,Compton,Female,New York,Rochester,2021-07-03,HR,HR Coordinator,Bachelor,55795,Good,Yes,1976-10-19,
00-43416963,Sue,Ferguson,Male,New York,Buffalo,2022-07-08,Operations,Inventory Specialist,High School,55516,Satisfactory,Yes,2000-07-29,
00-93019717,Paul,Brown,Female,New York,Rochester,2020-10-04,IT,Software Developer,Bachelor,88674,Needs Improvement,No,1992-02-10,
00-61158753,Tiffany,Smith,Female,Michigan,Detroit,2020-06-22,Marketing,Content Creator,Bachelor,59227,Satisfactory,No,1965-02-01,
00-22119306,Zachary,Foster,Male,New York,New York City,2018-09-16,Operations,Inventory Specialist,Bachelor,62952,Good,Yes,1992-02-08,
00-52084729,Victoria,Anderson,Female,Illinois,Aurora,2023-11-15,IT,Software Developer,Bachelor,101055,Good,Yes,2000-02-28,
00-26658677,Gerald,Larson,Male,Virginia,Norfolk,2021-12-09,Customer Service,Support Specialist,High School,63361,Excellent,No,1982-10-22,
00-34237228,Scott,Floyd,Male,New York,New York City,2016-01-05,Operations,Logistics Coordinator,Bachelor,66260,Good,No,1992-07-08,
00-74123420,Laurie,Griffin,Female,Illinois,Aurora,2024-12-28,Operations,Operations Analyst,Master,82037,Excellent,No,1993-07-15,
00-61202708,Ricky,Baker,Female,Ohio,Columbus,2023-03-01,Operations,Inventory Specialist,Bachelor,62325,Good,Yes,1980-05-09,
00-25218749,Lisa,Jones,Female,New York,Buffalo,2016-09-23,IT,Software Developer,Bachelor,86781,Excellent,No,1987-02-08,
00-18303664,Samantha,Brown,Female,New York,Buffalo,2017-07-12,Customer Service,Help Desk Technician,Bachelor,85270,Good,No,1961-08-24,
00-84522968,Jeremy,Wolf,Female,New York,Rochester,2023-06-24,Customer Service,Support Specialist,Bachelor,58885,Excellent,Yes,1983-10-21,
00-52196444,Jeremy,Reed,Female,New York,New York City,2017-08-03,Sales,Sales Consultant,Master,98219,Good,No,2000-10-01,
00-26879629,Paul,Goodwin,Male,New York,Buffalo,2016-01-18,Marketing,SEO Specialist,Bachelor,83349,Satisfactory,No,1984-03-13,
00-53976954,Angela,Beltran,Male,New York,Buffalo,2018-08-20,Sales,Sales Representative,Bachelor,69695,Good,Yes,1968-01-11,
00-75163798,Miguel,Baker,Male,Michigan,Warren,2015-07-07,Sales,Sales Representative,Bachelor,76607,Excellent,No,1976-08-13,
00-98055418,Kyle,Martinez,Male,New York,Rochester,2022-07-22,Customer Service,Customer Service Representative,High School,57206,Satisfactory,No,1978-01-10,
00-28238410,Karen,Gordon,Female,New York,New York City,2017-11-16,HR,Recruiter,Bachelor,58386,Good,No,1992-07-07,
00-34015248,Michael,Goodwin,Female,New York,Rochester,2015-12-12,Finance,Accountant,Bachelor,61889,Excellent,Yes,1988-08-19,
00-46771858,Brandon,Lowe,Female,New York,New York City,2023-06-06,Sales,Sales Manager,PhD,93573,Satisfactory,No,1999-01-06,
00-84726038,Kevin,Richardson,Female,New York,Buffalo,2021-08-26,Sales,Sales Consultant,Master,76110,Good,No,1999-01-26,
00-65091049,Matthew,Thomas,Male,New York,Buffalo,2016-03-12,Operations,Logistics Coordinator,Bachelor,69414,Good,No,1994-03-10,
00-31720358,Nicole,Rodriguez,Male,New York,New York City,2015-12-10,Operations,Operations Analyst,Bachelor,86277,Good,No,1984-01-15,
00-66853378,Eric,Marquez,Male,Michigan,Grand Rapids,2023-06-12,Sales,Sales Manager,Master,115818,Needs Improvement,Yes,1996-03-06,
00-69471346,Kayla,Mendez,Male,Virginia,Norfolk,2018-09-26,Operations,Logistics Coordinator,Bachelor,66181,Good,No,1997-09-05,
00-70481364,Tiffany,Fleming,Male,New York,Buffalo,2023-08-14,Customer Service,Customer Service Manager,Bachelor,92672,Satisfactory,No,2003-03-22,
00-52806362,Lisa,Miller,Female,Michigan,Detroit,2024-06-09,Marketing,Content Creator,Bachelor,68556,Needs Improvement,Yes,1962-09-12,
00-77970791,Kim,Duran,Male,New York,New York City,2023-03-30,Sales,Sales Representative,Bachelor,78116,Good,Yes,1998-12-28,
00-27563172,Kelly,May,Male,Illinois,Aurora,2017-09-28,IT,Software Developer,Bachelor,108766,Good,Yes,1972-11-24,
00-64282556,Tracy,Johnson,Male,Ohio,Cleveland,2023-11-12,Sales,Sales Representative,Bachelor,61453,Satisfactory,No,2004-11-13,
00-95031405,Angela,Gray,Female,New York,Rochester,2017-03-03,Operations,Inventory Specialist,High School,56925,Good,No,1991-12-02,
00-48814484,Charles,Wells,Male,New York,New York City,2016-09-17,IT,IT Support Specialist,Bachelor,68568,Satisfactory,No,1989-04-21,
00-54829000,Diana,Brown,Male,New York,Rochester,2021-11-05,Operations,Inventory Specialist,High School,56705,Good,No,1990-06-27,
00-17207367,Catherine,Hughes,Male,New York,Buffalo,2015-03-31,HR,Recruiter,Bachelor,68246,Satisfactory,No,1983-01-30,
00-31510288,Bobby,Murphy,Female,New York,New York City,2023-08-20,Customer Service,Help Desk Technician,Bachelor,71015,Good,No,1987-04-13,
00-30422009,Arthur,Lynch,Female,New York,New York City,2017-10-16,Sales,Sales Consultant,Master,78112,Good,No,1989-04-17,
00-74205049,Jerome,Ball,Male,New York,Buffalo,2022-07-03,IT,System Administrator,Bachelor,102594,Needs Improvement,Yes,1982-12-22,
00-63852997,Duane,Hanson,Female,New York,New York City,2017-03-25,Customer Service,Customer Service Manager,PhD,91975,Good,No,1995-05-22,
00-19037184,Melanie,Ibarra,Female,New York,New York City,2019-01-05,Operations,Inventory Specialist,Bachelor,62210,Good,Yes,1983-05-07,
00-33740098,Michaela,Boyer,Male,New York,New York City,2017-10-14,Sales,Sales Specialist,PhD,62344,Good,No,1984-04-15,
00-59997347,Joy,Robertson,Male,New York,Rochester,2024-09-18,IT,Software Developer,Bachelor,83368,Needs Improvement,Yes,1993-05-06,
00-43715633,Randy,Wells,Male,New York,Rochester,2020-04-14,Marketing,Content Creator,Bachelor,68234,Satisfactory,No,1978-03-26,
00-62109351,Rebecca,Kirby,Male,Pennsylvania,Philadelphia,2024-05-06,Customer Service,Support Specialist,Bachelor,63336,Excellent,Yes,1973-04-13,
00-82054847,Gerald,King,Female,New York,New York City,2015-11-30,IT,Software Developer,Master,98657,Good,Yes,1982-06-20,
00-79292636,Stephanie,Green,Male,Michigan,Detroit,2024-06-05,Operations,Operations Analyst,Bachelor,87433,Good,No,1982-08-30,
00-76375258,Margaret,Clark,Male,New York,Rochester,2024-07-14,Operations,Operations Analyst,Bachelor,75480,Satisfactory,No,1990-01-23,
00-20620936,Michael,Jones,Male,New York,Rochester,2017-08-08,Operations,Inventory Specialist,Bachelor,64256,Satisfactory,No,1983-06-04,
00-69604527,Jeff,Bush,Female,New York,Buffalo,2024-07-20,Customer Service,Customer Service Representative,Bachelor,60380,Satisfactory,No,1988-12-31,
00-46667896,Alexis,Parks,Female,New York,Buffalo,2019-10-03,IT,IT Support Specialist,Bachelor,56044,Good,No,1990-12-25,
00-45315666,Lauren,Caldwell,Male,New York,New York City,2023-03-29,Marketing,Marketing Manager,Master,84635,Good,No,2000-09-26,
00-67040947,Caitlin,Thomas,Female,Illinois,Chicago,2016-06-15,IT,Software Developer,Master,87070,Good,No,1990-02-13,
00-32095445,Wayne,Guerrero,Female,New York,Rochester,2016-11-15,IT,Software Developer,Bachelor,98800,Excellent,Yes,1973-02-07,
00-40710031,Jill,Lara,Female,New York,New York City,2022-07-26,Sales,Sales Representative,Bachelor,68916,Good,Yes,1965-06-21,
00-40598413,Ronald,Willis,Male,New York,Buffalo,2019-07-07,Operations,Logistics Coordinator,Bachelor,70786,Excellent,No,1985-07-20,
00-61790520,Eric,Tanner,Male,New York,Buffalo,2023-09-09,Sales,Sales Specialist,Bachelor,68155,Satisfactory,Yes,1996-08-24,
00-71901789,Bruce,Kaiser,Male,New York,Buffalo,2020-04-24,Sales,Sales Consultant,Bachelor,87057,Good,No,1973-09-09,
00-59458666,Beth,Anderson,Female,Pennsylvania,Pittsburgh,2024-06-23,Operations,Operations Analyst,Master,68811,Needs Improvement,Yes,1988-02-21,
00-51575679,Joshua,Cole,Female,New York,New York City,2016-02-20,IT,System Administrator,Bachelor,68697,Satisfactory,No,1998-01-07,
00-41213772,Nicholas,Johnson,Male,New York,Rochester,2020-02-02,IT,Software Developer,Master,98868,Good,No,1966-08-27,
00-46017965,Jessica,George,Female,New York,Buffalo,2015-09-30,Sales,Sales Manager,Master,119366,Good,No,2004-01-28,
00-44153671,Patrick,King,Male,New York,New York City,2018-04-08,Customer Service,Customer Service Representative,High School,53644,Satisfactory,No,2002-02-18,
00-97537746,Rebecca,Decker,Female,New York,Rochester,2019-08-25,IT,Software Developer,Bachelor,86785,Satisfactory,No,1996-11-24,
00-36415300,Brittany,Martin,Male,Illinois,Aurora,2023-03-27,Customer Service,Help Desk Technician,High School,73243,Satisfactory,Yes,1994-06-17,
00-28782925,Ashley,Garcia,Female,New York,New York City,2024-12-22,Operations,Logistics Coordinator,Bachelor,65026,Good,Yes,1978-11-01,
00-70055642,Tricia,Keller,Male,Pennsylvania,Pittsburgh,2017-07-01,Sales,Sales Representative,Bachelor,61394,Good,No,1985-10-31,
00-75934922,Philip,Montoya,Male,Michigan,Detroit,2022-12-10,Operations,Logistics Coordinator,Bachelor,64662,Excellent,No,1983-12-17,
00-21390627,Ashley,Lucero,Female,New York,Buffalo,2019-07-08,Sales,Sales Consultant,PhD,95709,Needs Improvement,No,1997-04-30,
00-37686424,Xavier,Williams,Male,New York,New York City,2017-07-30,Customer Service,Help Desk Technician,Bachelor,93196,Good,Yes,1986-12-03,
00-96102774,Sandra,Jackson,Female,North Carolina,Raleigh,2022-02-14,Marketing,Content Creator,Bachelor,56160,Excellent,Yes,1996-10-19,
00-32779572,Lisa,Smith,Male,New York,Rochester,2015-03-25,HR,HR Coordinator,Master,52120,Good,No,2001-10-04,
00-60936563,Pamela,Smith,Male,New York,Buffalo,2022-09-09,Operations,Logistics Coordinator,Bachelor,59640,Good,No,2000-07-13,
00-57463440,Paul,Hamilton,Male,New York,Buffalo,2022-02-11,Customer Service,Support Specialist,Bachelor,65916,Good,Yes,1981-10-10,
00-18157513,Renee,Romero,Male,Illinois,Naperville,2023-08-18,Customer Service,Support Specialist,High School,63408,Good,No,1982-09-03,
00-61945598,Emily,Grant,Male,Ohio,Cincinnati,2024-10-19,Customer Service,Help Desk Technician,Bachelor,67050,Good,Yes,1982-04-11,
00-54151097,Timothy,Hughes,Male,New York,Buffalo,2022-01-05,Customer Service,Support Specialist,High School,63093,Good,Yes,1983-07-22,
00-61890318,Christopher,Phillips,Male,New York,Rochester,2021-05-16,Customer Service,Customer Service Representative,Bachelor,70074,Satisfactory,No,1986-04-06,
00-83191432,Laura,Roberts,Male,Ohio,Cincinnati,2020-11-30,Sales,Sales Consultant,Master,77417,Satisfactory,No,2001-12-16,
00-93769170,Joe,Tran,Male,Virginia,Richmond,2023-12-04,Sales,Sales Representative,Bachelor,67144,Good,No,1987-07-04,
00-40805436,Debra,Davidson,Female,Michigan,Warren,2023-01-31,Marketing,Content Creator,Bachelor,55215,Satisfactory,Yes,2002-11-20,
00-95143591,William,Williams,Female,New York,Buffalo,2022-06-25,Marketing,Marketing Coordinator,Bachelor,58308,Good,No,1978-11-24,
00-63195723,Robert,Potter,Male,New York,Buffalo,2019-11-08,Marketing,Content Creator,Bachelor,59627,Good,Yes,1999-04-17,
00-79013223,Darlene,Lee,Female,New York,Buffalo,2023-04-23,Operations,Inventory Specialist,Bachelor,62596,Satisfactory,No,1976-12-11,
00-33119000,Michelle,Chapman,Female,Ohio,Columbus,2017-10-30,Sales,Sales Representative,Bachelor,56254,Excellent,Yes,1983-01-16,
00-58246503,Kristy,Johnson,Female,New York,New York City,2017-03-14,Operations,Logistics Coordinator,Bachelor,57465,Satisfactory,No,1988-06-09,
00-81368528,Kendra,Smith,Male,New York,Buffalo,2017-11-01,Customer Service,Help Desk Technician,High School,82463,Good,No,2000-03-26,
00-18852650,Richard,White,Female,New York,Rochester,2019-05-15,Sales,Sales Manager,PhD,107952,Satisfactory,Yes,1997-04-06,
00-70443135,Lisa,Harding,Male,New York,New York City,2022-12-13,Finance,Accounts Payable Specialist,Bachelor,73661,Satisfactory,Yes,1964-01-04,
00-12089715,Brianna,Kim,Female,Michigan,Detroit,2021-01-28,Marketing,Content Creator,High School,55150,Good,No,1983-01-21,
00-99861199,Andrew,Barker,Female,New York,Buffalo,2018-06-08,Operations,Logistics Coordinator,Bachelor,64537,Excellent,No,1973-03-19,
00-26553454,Teresa,Barnett,Female,New York,Buffalo,2017-06-03,IT,Software Developer,Bachelor,86203,Good,No,2006-04-29,
00-78785556,Christopher,Smith,Male,Pennsylvania,Philadelphia,2022-08-24,Marketing,Marketing Manager,Master,97948,Good,No,1993-07-05,
00-61807582,Sabrina,Evans,Male,New York,Buffalo,2023-02-01,Sales,Sales Representative,Bachelor,69043,Good,No,1972-08-09,
00-67121045,Christopher,Pittman,Female,New York,New York City,2024-12-28,Operations,Inventory Specialist,High School,51459,Satisfactory,No,2005-06-03,
00-30804224,Jeffrey,Campbell,Male,New York,Buffalo,2023-10-22,IT,IT Support Specialist,Bachelor,67714,Satisfactory,No,2006-06-10,
00-18176660,Amber,Garcia,Female,New York,New York City,2018-08-12,Finance,Accountant,Bachelor,67449,Satisfactory,No,1999-10-08,
00-87681888,Sandra,Vargas,Female,New York,Rochester,2022-10-09,Finance,Accounts Payable Specialist,Bachelor,62340,Good,No,1985-11-20,
00-46807983,Terrance,Mills,Male,New York,Rochester,2023-01-06,Customer Service,Customer Service Representative,High School,57619,Good,Yes,2000-06-26,
00-44063535,Kendra,Wolf,Male,Ohio,Columbus,2018-06-06,Customer Service,Customer Service Representative,High School,63020,Good,Yes,1986-12-14,
00-22018085,Amy,Phillips,Female,New York,Buffalo,2023-02-21,Customer Service,Support Specialist,High School,56357,Good,Yes,1987-03-15,
00-61182388,Amanda,Bradley,Female,Ohio,Cleveland,2022-08-15,Operations,Logistics Coordinator,Bachelor,59736,Excellent,No,1975-08-20,
00-27743740,Erik,Lawson,Male,New York,Rochester,2023-10-13,Sales,Sales Consultant,PhD,86933,Good,Yes,1974-02-17,
00-40384767,Allison,Fernandez,Male,New York,Rochester,2020-07-22,Customer Service,Help Desk Technician,High School,59687,Good,No,1997-06-18,
00-41603688,Abigail,Reid,Male,New York,Rochester,2017-02-13,Operations,Inventory Specialist,Bachelor,63965,Good,Yes,1967-11-13,
00-25130312,Allison,Fleming,Female,Michigan,Detroit,2024-08-21,Operations,Inventory Specialist,High School,61329,Good,Yes,1993-10-29,
00-77104727,Kimberly,Jones,Male,New York,Buffalo,2015-01-12,Finance,Accounts Payable Specialist,Bachelor,66862,Good,Yes,1963-12-09,
00-38197836,Leah,Patterson,Female,Michigan,Grand Rapids,2024-05-12,IT,Software Developer,Bachelor,95206,Good,Yes,1996-12-06,
00-79079708,Megan,Hudson,Female,New York,Buffalo,2024-11-23,Operations,Logistics Coordinator,Bachelor,62131,Good,No,1980-01-17,
00-84765427,Andrew,Wheeler,Male,Michigan,Detroit,2024-02-16,IT,IT Support Specialist,High School,60048,Good,No,1996-02-04,
00-26257335,Sherry,Anderson,Male,North Carolina,Raleigh,2015-11-17,Customer Service,Customer Service Representative,High School,54031,Excellent,No,1999-09-19,
00-34845617,Kathryn,Howard,Male,New York,Buffalo,2017-11-06,Operations,Logistics Coordinator,Bachelor,71897,Good,No,1991-01-17,
00-18459845,Crystal,Ray,Female,Michigan,Detroit,2022-10-30,Operations,Inventory Specialist,Bachelor,53757,Good,No,2003-02-10,
00-68246537,Jacob,Smith,Female,New York,New York City,2018-12-22,Sales,Sales Specialist,PhD,65620,Satisfactory,Yes,1982-08-16,
00-78172295,Angela,Smith,Male,North Carolina,Raleigh,2023-12-10,Sales,Sales Specialist,PhD,88148,Satisfactory,Yes,1972-10-10,
00-84908042,Phyllis,Richardson,Male,Michigan,Warren,2024-02-20,Operations,Operations Analyst,Bachelor,83477,Good,Yes,1998-03-14,
00-61839427,Charles,Murray,Male,New York,Rochester,2016-05-02,Customer Service,Help Desk Technician,Bachelor,98104,Needs Improvement,Yes,1971-12-01,
00-49657541,Leonard,Bernard,Female,New York,Rochester,2017-06-17,IT,System Administrator,Bachelor,94816,Good,Yes,1984-08-22,
00-22474259,Stephen,Mccarthy,Female,New York,Buffalo,2017-09-02,Sales,Sales Specialist,Bachelor,80254,Needs Improvement,Yes,1987-11-09,
00-84226768,Devin,Phillips,Male,Illinois,Naperville,2017-08-08,Sales,Sales Specialist,Bachelor,71184,Good,Yes,1997-01-10,
00-42744914,Kristen,Davis,Female,Michigan,Warren,2021-09-02,Customer Service,Help Desk Technician,High School,65970,Satisfactory,No,1975-11-12,
00-78495970,Mary,Arnold,Male,New York,Rochester,2022-04-13,Sales,Sales Representative,Bachelor,80581,Good,No,1993-05-26,
00-66524475,Charlotte,Vargas,Female,New York,New York City,2023-12-09,Operations,Inventory Specialist,Bachelor,53684,Excellent,No,2003-02-23,
00-28555963,Ryan,Thompson,Female,Michigan,Detroit,2017-02-21,Finance,Accountant,Bachelor,75607,Needs Improvement,No,2002-07-18,
00-89014190,Sherry,Cook,Female,New York,New York City,2018-08-02,Sales,Sales Specialist,PhD,80834,Good,No,1978-03-12,
00-23107454,Shannon,Shepherd,Male,New York,Buffalo,2015-11-17,Customer Service,Help Desk Technician,High School,62048,Excellent,No,2003-10-07,
00-12268507,Robin,Baker,Male,New York,Buffalo,2019-09-24,Operations,Logistics Coordinator,Bachelor,67410,Good,No,1979-11-26,
00-10470877,Joseph,Anderson,Male,New York,Buffalo,2018-10-27,Operations,Inventory Specialist,High School,61594,Good,Yes,1984-03-20,
00-88963818,Michael,Carter,Male,New York,Rochester,2018-06-26,Sales,Sales Consultant,PhD,87696,Satisfactory,No,1984-10-21,
00-12623306,Mary,Flores,Female,New York,Buffalo,2023-10-11,Marketing,Marketing Coordinator,Bachelor,73947,Needs Improvement,Yes,1997-03-03,
00-68096255,David,Kirk,Female,Michigan,Detroit,2024-02-21,Operations,Operations Analyst,Master,75730,Good,No,1988-06-03,
00-66650860,Megan,Richardson,Female,New York,New York City,2017-10-30,Operations,Operations Analyst,Master,73892,Good,No,1965-09-30,
00-96879784,Jennifer,Smith,Female,North Carolina,Raleigh,2019-09-25,Finance,Financial Analyst,Master,81281,Good,Yes,2005-04-05,
00-21615436,Bryan,Ross,Female,New York,Buffalo,2022-12-03,Sales,Sales Consultant,Master,87159,Good,Yes,1994-04-10,
00-40171534,Rachel,Ortiz,Female,New York,New York City,2024-12-12,Marketing,Marketing Coordinator,Bachelor,71992,Satisfactory,Yes,2004-12-25,
